FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,RN_ADDR,LA,LO,OPAR_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTV_CN,RELATE_INFO_CN,TRRSRT_POI_NM_y,TRRSRT_CL_NM_y,TRRSRT_LA_y,TRRSRT_LO_y
도봉서원 춘·추향제,서울특별시,도봉구,도봉동,도봉제1동,서울특별시 도봉구 도봉산길 87,37.6853826,127.0325089,도봉서원,20150428.0,20151022.0,"""분향례, 전폐례, 초헌례, 아헌례, 종헌례, 음복례 등 제례, 추모음악회""",,"['서울창포원', '원통사', '도봉사', '구봉사', '능원사', '도봉서원', '북한산둘레길', '북한산둘레길', '도봉계곡', '무수골주말농장', '능혜사', '서울둘레길1코스수락불암산', '서울둘레길8코스북한산', '내자사', '인수사', '도봉서원', '본원사', '대정선원', '선림사', '만월암', '도봉산페스티벌', '천축사', '광륜사', '서울창포원', '원통사', '도봉사', '구봉사', '능원사', '도봉서원', '북한산둘레길', '북한산둘레길', '도봉계곡', '무수골주말농장', '능혜사', '서울둘레길1코스수락불암산', '서울둘레길8코스북한산', '내자사', '인수사', '도봉서원', '본원사', '대정선원', '선림사', '만월암', '도봉산페스티벌', '천축사', '광륜사']","['식물원', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '서원/향교/서당', '일반관광지', '일반관광지', '폭포/계곡', '관광농원/허브마을', '지역사찰', '일반관광지', '일반관광지', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '유명사찰', '지역축제', '유명사찰', '지역사찰', '식물원', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '서원/향교/서당', '일반관광지', '일반관광지', '폭포/계곡', '관광농원/허브마을', '지역사찰', '일반관광지', '일반관광지', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '유명사찰', '지역축제', '유명사찰', '지역사찰']","[37.6894659, 37.6829794, 37.6863306, 37.6871156, 37.686092, 37.6882896, 37.662231, 37.662231, 37.6873661, 37.6774334, 37.6779358, 37.6892841, 37.6892858, 37.6896532, 37.6864744, 37.6882896, 37.6714076, 37.6798577, 37.6704753, 37.6970888, 37.6918634, 37.6942518, 37.6877628, 37.6894659, 37.6829794, 37.6863306, 37.6871156, 37.686092, 37.6882896, 37.662231, 37.662231, 37.6873661, 37.6774334, 37.6779358, 37.6892841, 37.6892858, 37.6896532, 37.6864744, 37.6882896, 37.6714076, 37.6798577, 37.6704753, 37.6970888, 37.6918634, 37.6942518, 37.6877628]","[127.0479413, 127.0106808, 127.0303655, 127.0249189, 127.0324649, 127.0291721, 127.0246347, 127.0246347, 127.0303763, 127.0334771, 127.0312789, 127.0468023, 127.0468016, 127.0387509, 127.0408923, 127.0291721, 127.0417933, 127.0361896, 127.0422008, 127.0185811, 127.0478952, 127.0193385, 127.0354651, 127.0479413, 127.0106808, 127.0303655, 127.0249189, 127.0324649, 127.0291721, 127.0246347, 127.0246347, 127.0303763, 127.0334771, 127.0312789, 127.0468023, 127.0468016, 127.0387509, 127.0408923, 127.0291721, 127.0417933, 127.0361896, 127.0422008, 127.0185811, 127.0478952, 127.0193385, 127.0354651]"
도봉산 산사축제,서울특별시,도봉구,도봉동,도봉제1동,서울특별시 도봉구 도봉산길 87,37.6864694,127.033968,도봉산 일대,20151002.0,20151003.0,"""산사음악회, 영산재, 사찰음식전 등""",,"['서울창포원', '원통사', '도봉사', '구봉사', '능원사', '도봉서원', '북한산둘레길', '북한산둘레길', '도봉계곡', '무수골주말농장', '능혜사', '서울둘레길1코스수락불암산', '서울둘레길8코스북한산', '내자사', '인수사', '도봉서원', '본원사', '대정선원', '선림사', '만월암', '도봉산페스티벌', '천축사', '광륜사', '서울창포원', '원통사', '도봉사', '구봉사', '능원사', '도봉서원', '북한산둘레길', '북한산둘레길', '도봉계곡', '무수골주말농장', '능혜사', '서울둘레길1코스수락불암산', '서울둘레길8코스북한산', '내자사', '인수사', '도봉서원', '본원사', '대정선원', '선림사', '만월암', '도봉산페스티벌', '천축사', '광륜사']","['식물원', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '서원/향교/서당', '일반관광지', '일반관광지', '폭포/계곡', '관광농원/허브마을', '지역사찰', '일반관광지', '일반관광지', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '유명사찰', '지역축제', '유명사찰', '지역사찰', '식물원', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '서원/향교/서당', '일반관광지', '일반관광지', '폭포/계곡', '관광농원/허브마을', '지역사찰', '일반관광지', '일반관광지', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '유명사찰', '지역축제', '유명사찰', '지역사찰']","[37.6894659, 37.6829794, 37.6863306, 37.6871156, 37.686092, 37.6882896, 37.662231, 37.662231, 37.6873661, 37.6774334, 37.6779358, 37.6892841, 37.6892858, 37.6896532, 37.6864744, 37.6882896, 37.6714076, 37.6798577, 37.6704753, 37.6970888, 37.6918634, 37.6942518, 37.6877628, 37.6894659, 37.6829794, 37.6863306, 37.6871156, 37.686092, 37.6882896, 37.662231, 37.662231, 37.6873661, 37.6774334, 37.6779358, 37.6892841, 37.6892858, 37.6896532, 37.6864744, 37.6882896, 37.6714076, 37.6798577, 37.6704753, 37.6970888, 37.6918634, 37.6942518, 37.6877628]","[127.0479413, 127.0106808, 127.0303655, 127.0249189, 127.0324649, 127.0291721, 127.0246347, 127.0246347, 127.0303763, 127.0334771, 127.0312789, 127.0468023, 127.0468016, 127.0387509, 127.0408923, 127.0291721, 127.0417933, 127.0361896, 127.0422008, 127.0185811, 127.0478952, 127.0193385, 127.0354651, 127.0479413, 127.0106808, 127.0303655, 127.0249189, 127.0324649, 127.0291721, 127.0246347, 127.0246347, 127.0303763, 127.0334771, 127.0312789, 127.0468023, 127.0468016, 127.0387509, 127.0408923, 127.0291721, 127.0417933, 127.0361896, 127.0422008, 127.0185811, 127.0478952, 127.0193385, 127.0354651]"
도봉구민 건강축제,서울특별시,도봉구,방학동,방학제1동,서울특별시 도봉구 마들로 656,37.6686287,127.0470496,"""도봉구청, 중랑천변""",20151016.0,20151017.0,"""도봉구민 걷기대회, 장애체험, 가상음주체험, 유방암검진, 신장초음파 검사, 건강관련 패널전시, 건강강좌 등""",,"['반야정사', '북한산둘레길', '무불선원', '헬로애니멀', '도봉한글잔치', '서울단풍길', '만성사', '성국사', '반야정사', '북한산둘레길', '무불선원', '헬로애니멀', '도봉한글잔치', '서울단풍길', '만성사', '성국사']","['지역사찰', '일반관광지', '지역사찰', '동물원', '지역축제', '일반관광지', '지역사찰', '지역사찰', '지역사찰', '일반관광지', '지역사찰', '동물원', '지역축제', '일반관광지', '지역사찰', '지역사찰']","[37.6614528, 37.662231, 37.6614605, 37.6680771, 37.6607397, 37.5685908, 37.6700301, 37.6702723, 37.6614528, 37.662231, 37.6614605, 37.6680771, 37.6607397, 37.5685908, 37.6700301, 37.6702723]","[127.0212052, 127.0246347, 127.0211934, 127.0473313, 127.022111, 126.8941464, 127.0288368, 127.0315242, 127.0212052, 127.0246347, 127.0211934, 127.0473313, 127.022111, 126.8941464, 127.0288368, 127.0315242]"
도봉 과학축전,서울특별시,도봉구,방학동,방학제1동,서울특별시 도봉구 마들로 656,37.6686287,127.0470496,"""도봉구청 로비, 아뜨리움, 대강당, 광장 등""",20151023.0,20151028.0,과학 체험· 전시·교육·이벤트 마당 등,,"['반야정사', '북한산둘레길', '무불선원', '헬로애니멀', '도봉한글잔치', '서울단풍길', '만성사', '성국사', '반야정사', '북한산둘레길', '무불선원', '헬로애니멀', '도봉한글잔치', '서울단풍길', '만성사', '성국사']","['지역사찰', '일반관광지', '지역사찰', '동물원', '지역축제', '일반관광지', '지역사찰', '지역사찰', '지역사찰', '일반관광지', '지역사찰', '동물원', '지역축제', '일반관광지', '지역사찰', '지역사찰']","[37.6614528, 37.662231, 37.6614605, 37.6680771, 37.6607397, 37.5685908, 37.6700301, 37.6702723, 37.6614528, 37.662231, 37.6614605, 37.6680771, 37.6607397, 37.5685908, 37.6700301, 37.6702723]","[127.0212052, 127.0246347, 127.0211934, 127.0473313, 127.022111, 126.8941464, 127.0288368, 127.0315242, 127.0212052, 127.0246347, 127.0211934, 127.0473313, 127.022111, 126.8941464, 127.0288368, 127.0315242]"
도봉구 등축제,서울특별시,도봉구,방학동,방학제1동,서울특별시 도봉구 도봉로143길 70,37.6617028,127.0382005,우이천,20150911.0,20150930.0,"""둘리와 친구들과 어우러지는 범선, 동물친구들 등과 추석을 앞두고 있어 전통춤 시리즈로 구성하여 등 전시""",,"['반야정사', '북한산둘레길', '무불선원', '헬로애니멀', '도봉한글잔치', '서울단풍길', '만성사', '성국사', '반야정사', '북한산둘레길', '무불선원', '헬로애니멀', '도봉한글잔치', '서울단풍길', '만성사', '성국사']","['지역사찰', '일반관광지', '지역사찰', '동물원', '지역축제', '일반관광지', '지역사찰', '지역사찰', '지역사찰', '일반관광지', '지역사찰', '동물원', '지역축제', '일반관광지', '지역사찰', '지역사찰']","[37.6614528, 37.662231, 37.6614605, 37.6680771, 37.6607397, 37.5685908, 37.6700301, 37.6702723, 37.6614528, 37.662231, 37.6614605, 37.6680771, 37.6607397, 37.5685908, 37.6700301, 37.6702723]","[127.0212052, 127.0246347, 127.0211934, 127.0473313, 127.022111, 126.8941464, 127.0288368, 127.0315242, 127.0212052, 127.0246347, 127.0211934, 127.0473313, 127.022111, 126.8941464, 127.0288368, 127.0315242]"
청원생명축제,충청북도,청주시 청원구,오창읍,오창읍,충청북도 청주시 청원구 오창읍 미래지로 99,36.7330755,127.407385,오창미래지 테마공원,20181005.0,20181014.0,친환경 농축산물 축제,,"['오창호수공원호암저수지', '먹거리타운', '양진이방죽', '준타운', '한국사', '능인정사', '도은사', '옹기샵', '진천군내고장으뜸상품판매점', '미래지농촌테마공원', '한국관광농원', '세명정사', '혜명정사', '성불사', '양지소류지', '양촌소류지', '원사릉소류지', '빌미기소류지', '우산소류지', '모정제', '기암소류지', '화산소류지', '한현소류지', '구룡소류지', '송대제', '위말소류지']","['지역호수/저수지', '먹거리/패션거리', '지역호수/저수지', '토속/특산물/기념품매장', '지역사찰', '지역사찰', '지역사찰', '토속/특산물/기념품매장', '토속/특산물/기념품매장', '테마공원/대형놀이공원', '관광농원/허브마을', '지역사찰', '지역사찰', '지역사찰', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지']","[36.7136344, 36.7143268, 36.6973512, 36.7408273, 36.7279216, 36.7426878, 36.7545994, 36.742303, 36.7570043, 36.7317931, 36.7722093, 36.75123, 36.751148, 36.7481287, 36.74156, 36.7341156, 36.7485972, 36.7395689, 36.6943509, 36.7492844, 36.7131878, 36.7174457, 36.7494242, 36.7150422, 36.7253951, 36.7200169]","[127.4259107, 127.4299428, 127.4322428, 127.4556641, 127.3406766, 127.3897724, 127.3826315, 127.4151101, 127.4822922, 127.4041365, 127.5076229, 127.4609996, 127.4609095, 127.4601904, 127.4368194, 127.4307424, 127.3534506, 127.4231836, 127.4374003, 127.4713562, 127.4541911, 127.39533, 127.4263023, 127.4147717, 127.4406395, 127.386396]"
홍길동축제,전라남도,장성군,황룡면,황룡면,전라남도 장성군 황룡면 홍길동로 445-12,35.320062,126.727118,"""홍길동테마파크,공설운동장""",20170422.0,20170430.0,"""공연,체험,전시행사 등""","""필암서원,축령산""","['홍길동테마파크', '요월정원림', '난산저수지', '와곡제', '죽림제', '통안제', '금호제', '필암서원집강안', '황룡강홍길동무꽃길축제', '용천사', '와우저수지']","['일반관광지', '휴양림/수목원', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '서원/향교/서당', '지역축제', '지역사찰', '지역호수/저수지']","[35.3192701, 35.2769226, 35.3019035, 35.2600823, 35.2701131, 35.3450426, 35.3383571, 35.3103567, 35.3191372, 35.3286733, 35.3315653]","[126.7274097, 126.7447373, 126.7322255, 126.7680965, 126.7697484, 126.708512, 126.7227904, 126.7525656, 126.7267174, 126.7313963, 126.6984791]"
백양단풍축제,전라남도,장성군,북하면,북하면,전라남도 장성군 북하면 백양로 1239,35.440252,126.883232,"""백암산,백양사일원""",20171027.0,20171029.0,"""공연,체험,전시행사 등""","""장성호관광지, 백양사""","['장성호관광지', '보은사', '장성백양단풍축제', '고로쇠', '팔당사', '장성호', '장성호', '강두제', '운문암', '약사암연락처', '홍련암', '남창계곡', '용수폭포', '금강폭포', '백양사의비자나무분포북한지대', '편백힐치유의숲', '임권택시네마테크', '별내리는마을', '백양사', '월성저수지', '궐전저수지', '신성저수지', '홍길동우드랜드', '남창계곡', '백암산솔잎차판매장']","['일반관광지', '지역사찰', '지역축제', '토속/특산물/기념품매장', '지역사찰', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역사찰', '지역사찰', '지역사찰', '폭포/계곡', '폭포/계곡', '폭포/계곡', '일반관광지', '휴양림/수목원', '일반관광지', '토속/특산물/기념품매장', '유명사찰', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '휴양림/수목원', '폭포/계곡', '토속/특산물/기념품매장']","[35.4159833, 35.383022, 35.4397219, 35.4546856, 35.4265934, 35.3916741, 35.3916741, 35.4123604, 35.4397601, 35.4397601, 35.4397601, 35.4578652, 35.4367063, 35.4447269, 35.4402579, 35.379905, 35.4165539, 35.4551429, 35.4392126, 35.3367666, 35.3919673, 35.4279196, 35.3387941, 35.4578652, 35.417125]","[126.8509589, 126.8613668, 126.8826119, 126.8441636, 126.8970256, 126.8421064, 126.8421064, 126.9137549, 126.8832547, 126.8832547, 126.8832547, 126.8410623, 126.8855836, 126.8785665, 126.8838403, 126.8976111, 126.849259, 126.8433557, 126.883226, 126.8647687, 126.8859376, 126.8425036, 126.868469, 126.8410623, 126.8801685]"
고로쇠축제,전라남도,장성군,북하면,북하면,전라남도 장성군 북하면 백양로 1239,35.440252,126.883232,북하면 가인마을,20170318.0,20170319.0,"""공연,체험,전시행사 등""","""장성호관광지, 백양사""","['장성호관광지', '보은사', '장성백양단풍축제', '고로쇠', '팔당사', '장성호', '장성호', '강두제', '운문암', '약사암연락처', '홍련암', '남창계곡', '용수폭포', '금강폭포', '백양사의비자나무분포북한지대', '편백힐치유의숲', '임권택시네마테크', '별내리는마을', '백양사', '월성저수지', '궐전저수지', '신성저수지', '홍길동우드랜드', '남창계곡', '백암산솔잎차판매장']","['일반관광지', '지역사찰', '지역축제', '토속/특산물/기념품매장', '지역사찰', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역사찰', '지역사찰', '지역사찰', '폭포/계곡', '폭포/계곡', '폭포/계곡', '일반관광지', '휴양림/수목원', '일반관광지', '토속/특산물/기념품매장', '유명사찰', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '휴양림/수목원', '폭포/계곡', '토속/특산물/기념품매장']","[35.4159833, 35.383022, 35.4397219, 35.4546856, 35.4265934, 35.3916741, 35.3916741, 35.4123604, 35.4397601, 35.4397601, 35.4397601, 35.4578652, 35.4367063, 35.4447269, 35.4402579, 35.379905, 35.4165539, 35.4551429, 35.4392126, 35.3367666, 35.3919673, 35.4279196, 35.3387941, 35.4578652, 35.417125]","[126.8509589, 126.8613668, 126.8826119, 126.8441636, 126.8970256, 126.8421064, 126.8421064, 126.9137549, 126.8832547, 126.8832547, 126.8832547, 126.8410623, 126.8855836, 126.8785665, 126.8838403, 126.8976111, 126.849259, 126.8433557, 126.883226, 126.8647687, 126.8859376, 126.8425036, 126.868469, 126.8410623, 126.8801685]"
산소축제,전라남도,장성군,서삼면,서삼면,전라남도 장성군 서삼면 모암길 153-99,35.372009,126.746613,축령산조림성공지 일원(모암리 소재),20170916.0,20170917.0,"""공연,체험,전시행사 등""","""홍길동테마파크, 필암서원""","['축령산휴양림', '송현제', '대제제', '대덕2제', '봉연제', '용연제', '모암저수지', '대덕제', '모암제', '상선암', '해인사', '대각사', '축령산삼나무편백숲', '백련정사', '장성편백치유의숲', '장성축령산산소축제', '임곡저수지', '모암산림욕장', '장산저수지']","['휴양림/수목원', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역사찰', '지역사찰', '지역사찰', '숲', '지역사찰', '숲', '지역축제', '지역호수/저수지', '휴양림/수목원', '지역호수/저수지']","[35.3777039, 35.359986, 35.3213867, 35.3560972, 35.3319976, 35.3204238, 35.373683, 35.3691777, 35.3783045, 35.3628724, 35.3607056, 35.3567018, 35.3770786, 35.3645416, 35.3709275, 35.3777097, 35.3500642, 35.3744308, 35.3404473]","[126.7384505, 126.7703661, 126.7694938, 126.7480957, 126.7519101, 126.7505576, 126.7526565, 126.7604842, 126.7578046, 126.7277405, 126.7240554, 126.7471363, 126.7408949, 126.7251945, 126.7489441, 126.7387149, 126.7478286, 126.7421641, 126.7481717]"
단감축제,전라남도,장성군,남면,남면,전라남도 장성군 남면 자풍길 26-4,35.252498,126.771304,남면 자풍마을,20171104.0,20171104.0,"""체험, 전시행사 등""","""단감시식, 판매, 수확체험""","['학사농장', '양계사', '행정제', '불정제', '외마제', '마흥제', '마산제', '녹진이제', '녹진제', '신안제', '백풍제', '풍정제', '한마음자연학교', '비아저수지', '백운저수지']","['관광농원/허브마을', '지역사찰', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '관광농원/허브마을', '지역호수/저수지', '지역호수/저수지']","[35.240087, 35.246128, 35.2300239, 35.2253603, 35.2393855, 35.2681005, 35.2583233, 35.2612036, 35.2544743, 35.2531926, 35.2483061, 35.2495705, 35.2427421, 35.2256405, 35.2442759]","[126.8008169, 126.7660363, 126.7870837, 126.8004218, 126.7635089, 126.7956389, 126.7967946, 126.784641, 126.7917706, 126.7865406, 126.7802519, 126.7962966, 126.772825, 126.816932, 126.7751687]"
장성가을 노란꽃잔치,전라남도,함평군,신광면,신광면,전라남도 함평군 신광면 일강로 700-74,35.182511,126.463925,장성읍 황룡강 일원(공설운동장),20171013.0,20171029.0,"""공연,체험,전시행사 등""","""황룡강, 옐로우시티""","['사슴이랑배랑농원', '학천제', '수정제', '석계제', '냉천제', '복치제', '연화제', '삼덕제', '원남제', '일구복사제', '해산제', '덕동3제', '덕동2제', '복사제', '운제제', '신기제', '월암제', '덕천제', '덕산제', '덕암제', '호덕제', '매산제', '동정저수지']","['관광농원/허브마을', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지']","[35.1424624, 35.1256509, 35.1628849, 35.1598827, 35.1778938, 35.1667852, 35.1829862, 35.1817082, 35.1827227, 35.1811168, 35.1803385, 35.182076, 35.1771836, 35.171784, 35.169381, 35.1609218, 35.1589056, 35.1632353, 35.1635346, 35.1618026, 35.1373278, 35.1295896, 35.1765435]","[126.4866937, 126.4889765, 126.4546599, 126.4638038, 126.4689769, 126.4823129, 126.4884111, 126.4949781, 126.5122073, 126.5048143, 126.5183871, 126.5249656, 126.5280498, 126.5139104, 126.4887084, 126.4920023, 126.5016763, 126.5091914, 126.521843, 126.5248146, 126.4893334, 126.4911757, 126.4620207]"
제22회 무안연꽃축제,전라남도,무안군,일로읍,일로읍,전라남도 무안군 일로읍 백련로 333,34.860212,126.530051,회산백련지 일원,20180809.0,20180812.0,"""i-쿨존(얼음나라), 연자방 소방등 달기, 백련 가래떡 나눔잔치, 연꽃달빛 소망연등 퍼레이드, 연꽃방죽 AR 보물찾기, 연꽃얼음물길 체험 등""",,"['무안연꽃축제', '연산업축제', '회산백련지', '죽산제', '양지제', '상신기제', '전사제', '용산저수지', '송태저수지', '상징조형물', '보광정사', '백련사', '망월제', '소류지', '큰골저수지', '사양저수지', '망월동저수지', '영화정제', '삼천저수지', '청호저수지']","['지역축제', '지역축제', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '일반관광지', '지역사찰', '지역사찰', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지']","[34.8622935, 34.8621943, 34.8626158, 34.8218577, 34.813082, 34.8837534, 34.8778503, 34.8744571, 34.8599937, 34.7755565, 34.8460926, 34.8504763, 34.7929002, 34.7850666, 34.8744308, 34.8014051, 34.7959387, 34.8126469, 34.8231126, 34.8029213]","[126.5265012, 126.5276341, 126.5254941, 126.5061967, 126.4973787, 126.5089881, 126.4960504, 126.4983582, 126.4864599, 126.502156, 126.5015292, 126.4973197, 126.5004587, 126.4993142, 126.4607298, 126.4985706, 126.4939375, 126.5113444, 126.5131375, 126.5134252]"
2018 무안황토갯벌축제,전라남도,무안군,해제면,해제면,전라남도 무안군 해제면 용산길 140,35.103769,126.332198,무안황토갯벌랜드 일원,20180907.0,20180909.0,"""풍요깃발퍼레이드, 농게·낙지·운저리잡기 체험 등""",,"['해제반도', '원갑사', '돌계제', '용덕사', '무안황토갯벌축제', '무안황토갯벌랜드', '진목저수지', '성포제', '덕산저수지', '해제6호제', '황산저수지', '신풍저수지', '석용저수지', '신등저수지', '소류지', '소류지', '소류지', '소류지', '소류지', '소류지', '소류지', '소류지', '소류지', '소류지', '신월소류지', '학송제일저수지', '해제2호제', '입석저수지', '돌기저수지', '신만저수지', '고래들저수지', '고읍저수지', '송계저수지', '도리포유원지', '감동저수지', '감나무저수지', '천장저수지', '뒷골저수지']","['일반관광지', '지역사찰', '지역호수/저수지', '지역사찰', '지역축제', '테마공원/대형놀이공원', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '일반유원지/일반놀이공원', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지', '지역호수/저수지']","[35.102099, 35.0905334, 35.1080579, 35.1057125, 35.1037448, 35.1016018, 35.1280294, 35.1049107, 35.1264907, 35.1034938, 35.1003231, 35.1327043, 35.1207384, 35.0924234, 34.7850666, 34.7850666, 34.7850666, 34.7850666, 34.7850666, 34.7850666, 34.7850666, 34.7850666, 34.7850666, 34.7850666, 35.0625408, 35.1245721, 35.1044512, 35.1375681, 35.0841052, 35.1214853, 35.1180873, 35.1148329, 35.1498266, 35.1578222, 35.1202477, 35.0929288, 35.0712228, 35.0984563]","[126.3133253, 126.2622059, 126.291879, 126.28186, 126.3330222, 126.3341893, 126.3314781, 126.2926287, 126.2888657, 126.2720729, 126.3249029, 126.3345413, 126.2602991, 126.2776575, 126.4993142, 126.4993142, 126.4993142, 126.4993142, 126.4993142, 126.4993142, 126.4993142, 126.4993142, 126.4993142, 126.4993142, 126.273188, 126.2705188, 126.2797843, 126.3349478, 126.2954854, 126.3262022, 126.2483227, 126.2835268, 126.3382325, 126.345471, 126.3006455, 126.2827234, 126.3024738, 126.2822905]"
파주북소리2019,경기도,파주시,문발동,교하동,경기도 파주시 회동길 145,37.7084829,126.6867921,파주출판도시 일원,20191102.0,20191106.0,"개막식, 아트북 전시, 책만들기 체험, 기획전시, 독서동아리대상, 강연, 공연, 북토크 등",,"['뽀로로파크', '파주출판도시어린이책잔치', '파주북소리', '유수지']","['일반관광지', '지역축제', '지역축제', '지역호수/저수지']","[37.7197133, 37.7108556, 37.7080258, 37.7209149]","[126.6932336, 126.6865041, 126.6869686, 126.6897795]"
제32회 율곡문화제,경기도,파주시,법원읍,법원읍,경기도 파주시 법원읍 자운서원로 184,37.864271,126.8709074,파주 이이유적,20191012.0,20191013.0,"제향, 유가행렬,음악회,불꽃축제, 각종 공연 및 체험행사 등",,"['파주율곡문화제', '혜명사', '여래암', '동예공방', '용화사', '관용사', '영천사', '법문사', '금강정사', '약수암', '파주귀한농부학교캠프', '효음사', '연화선원', '개운사', '보신사', '성암사', '쇠꼴마을테마공원', '인선암', '법원읍산림욕장', '자운서원']","['지역축제', '지역사찰', '지역사찰', '토속/특산물/기념품매장', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '관광농원/허브마을', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '지역사찰', '일반관광지', '지역사찰', '휴양림/수목원', '서원/향교/서당']","[37.8653363, 37.9067181, 37.854041, 37.8398369, 36.5681339, 37.8287304, 37.9130062, 37.9139974, 37.8299986, 37.8491713, 37.8823071, 37.8475973, 37.8526978, 37.8494512, 37.8416423, 37.8438375, 37.8824535, 37.8376148, 37.8889091, 37.8653363]","[126.8692399, 126.8968422, 126.8576259, 126.8597333, 128.1715051, 126.8564581, 126.8871594, 126.9028224, 126.897932, 126.9036412, 126.8699206, 126.8834236, 126.892777, 126.8552982, 126.8887817, 126.8756561, 126.8695966, 126.8633019, 126.8940476, 126.8692399]"
